,filename,width,height,class,xmin,ymin,xmax,ymax
253,img-429_jpg.rf.388ca2fa7461b636f9a349bee8fcafbc.jpg,533,300,pothole,52,68,486,189
254,img-429_jpg.rf.388ca2fa7461b636f9a349bee8fcafbc.jpg,533,300,pothole,41,220,211,288
255,img-428_jpg.rf.087cca8e9d34735c3cd1289956c36b71.jpg,300,356,pothole,87,291,197,341
256,img-428_jpg.rf.087cca8e9d34735c3cd1289956c36b71.jpg,300,356,pothole,61,212,118,234
257,img-428_jpg.rf.087cca8e9d34735c3cd1289956c36b71.jpg,300,356,pothole,157,191,210,212
258,img-428_jpg.rf.087cca8e9d34735c3cd1289956c36b71.jpg,300,356,pothole,159,159,191,171
259,img-428_jpg.rf.087cca8e9d34735c3cd1289956c36b71.jpg,300,356,pothole,123,158,156,167
260,img-428_jpg.rf.087cca8e9d34735c3cd1289956c36b71.jpg,300,356,pothole,143,133,181,141
261,img-427_jpg.rf.2031f93af77c47391e2b6963f7536621.jpg,300,300,pothole,43,75,241,181
262,img-426_jpg.rf.18bab6ba48f960ed751cb35d1f628523.jpg,600,300,pothole,1,52,438,272
263,img-425_jpg.rf.ff4c598bfc259fbbb8f8d0e3a6eff1fb.jpg,400,300,pothole,89,201,223,250
264,img-425_jpg.rf.ff4c598bfc259fbbb8f8d0e3a6eff1fb.jpg,400,300,pothole,230,165,386,195
265,img-424_jpg.rf.5178a699e9c56cf7ba61ede4751b6696.jpg,533,300,pothole,49,93,468,245
266,img-422_jpg.rf.8fa888de91dfb1a6c6980d3e8bf0252e.jpg,450,300,pothole,46,158,446,288
267,img-420_jpg.rf.3e311b9bdc9b3932e270f5402d4e4529.jpg,450,300,pothole,68,106,352,215
268,img-419_jpg.rf.afba61803c37a1b0e4e3232dafb7be72.jpg,451,300,pothole,1,161,154,300
269,img-419_jpg.rf.afba61803c37a1b0e4e3232dafb7be72.jpg,451,300,pothole,208,14,344,201
270,img-418_jpg.rf.9c8b8c7bb6b6b0bd055e00e59bdd8914.jpg,450,300,pothole,33,145,88,159
271,img-418_jpg.rf.9c8b8c7bb6b6b0bd055e00e59bdd8914.jpg,450,300,pothole,1,164,43,187
272,img-418_jpg.rf.9c8b8c7bb6b6b0bd055e00e59bdd8914.jpg,450,300,pothole,1,227,90,257
273,img-418_jpg.rf.9c8b8c7bb6b6b0bd055e00e59bdd8914.jpg,450,300,pothole,150,158,238,193
274,img-418_jpg.rf.9c8b8c7bb6b6b0bd055e00e59bdd8914.jpg,450,300,pothole,276,117,338,139
275,img-418_jpg.rf.9c8b8c7bb6b6b0bd055e00e59bdd8914.jpg,450,300,pothole,257,95,291,103
276,img-418_jpg.rf.9c8b8c7bb6b6b0bd055e00e59bdd8914.jpg,450,300,pothole,1,85,39,101
277,img-416_jpg.rf.dbafb3032c842862507a7c18c2df2b7d.jpg,461,300,pothole,42,64,146,96
278,img-416_jpg.rf.dbafb3032c842862507a7c18c2df2b7d.jpg,461,300,pothole,144,110,371,211
279,img-40_jpg.rf.bbdba0361130b13cc0e77e2f80b6e3d7.jpg,720,720,pothole,270,224,478,477
280,img-414_jpg.rf.7dc1ae061e468ac362211f99e8f9c274.jpg,439,300,pothole,21,108,327,258
281,img-413_jpg.rf.a81aa42a7782099f9921156e3161a2a9.jpg,533,300,pothole,78,156,163,174
282,img-413_jpg.rf.a81aa42a7782099f9921156e3161a2a9.jpg,533,300,pothole,236,123,322,137
283,img-413_jpg.rf.a81aa42a7782099f9921156e3161a2a9.jpg,533,300,pothole,277,147,401,177
284,img-412_jpg.rf.c3344901cc1646179c93d2e8cd1b4444.jpg,450,300,pothole,143,160,331,273
285,img-412_jpg.rf.c3344901cc1646179c93d2e8cd1b4444.jpg,450,300,pothole,1,130,51,154
286,img-409_jpg.rf.5cdc33b00522ed3ddf0e43a2f1720c83.jpg,455,300,pothole,12,186,107,239
287,img-409_jpg.rf.5cdc33b00522ed3ddf0e43a2f1720c83.jpg,455,300,pothole,170,64,413,145
288,img-409_jpg.rf.5cdc33b00522ed3ddf0e43a2f1720c83.jpg,455,300,pothole,274,189,342,258
289,img-408_jpg.rf.633d54163fde7adb41cbac7bc690b34f.jpg,450,300,pothole,214,177,289,197
290,img-408_jpg.rf.633d54163fde7adb41cbac7bc690b34f.jpg,450,300,pothole,271,157,298,166
291,img-408_jpg.rf.633d54163fde7adb41cbac7bc690b34f.jpg,450,300,pothole,116,219,258,298
292,img-407_jpg.rf.b30b42dfc9436ec4303a76932d9387cb.jpg,400,300,pothole,66,184,128,196
293,img-407_jpg.rf.b30b42dfc9436ec4303a76932d9387cb.jpg,400,300,pothole,38,218,104,242
294,img-407_jpg.rf.b30b42dfc9436ec4303a76932d9387cb.jpg,400,300,pothole,151,233,269,287
295,img-407_jpg.rf.b30b42dfc9436ec4303a76932d9387cb.jpg,400,300,pothole,298,180,343,192
296,img-407_jpg.rf.b30b42dfc9436ec4303a76932d9387cb.jpg,400,300,pothole,308,208,379,231
297,img-407_jpg.rf.b30b42dfc9436ec4303a76932d9387cb.jpg,400,300,pothole,365,244,400,284
298,img-407_jpg.rf.b30b42dfc9436ec4303a76932d9387cb.jpg,400,300,pothole,162,142,235,156
299,img-407_jpg.rf.b30b42dfc9436ec4303a76932d9387cb.jpg,400,300,pothole,110,126,135,137
300,img-407_jpg.rf.b30b42dfc9436ec4303a76932d9387cb.jpg,400,300,pothole,159,105,192,113
301,img-406_jpg.rf.39cc95c25d12800f852e45989ec1803e.jpg,454,300,pothole,74,42,454,282
302,img-405_jpg.rf.d5138c07ca2b4fc213fc12a978cbf6f8.jpg,400,300,pothole,78,201,191,299
303,img-405_jpg.rf.d5138c07ca2b4fc213fc12a978cbf6f8.jpg,400,300,pothole,1,104,131,170
304,img-405_jpg.rf.d5138c07ca2b4fc213fc12a978cbf6f8.jpg,400,300,pothole,132,124,173,151
305,img-405_jpg.rf.d5138c07ca2b4fc213fc12a978cbf6f8.jpg,400,300,pothole,195,156,313,227
306,img-405_jpg.rf.d5138c07ca2b4fc213fc12a978cbf6f8.jpg,400,300,pothole,203,111,311,150
307,img-405_jpg.rf.d5138c07ca2b4fc213fc12a978cbf6f8.jpg,400,300,pothole,244,84,302,105
308,img-405_jpg.rf.d5138c07ca2b4fc213fc12a978cbf6f8.jpg,400,300,pothole,159,80,210,96
309,img-405_jpg.rf.d5138c07ca2b4fc213fc12a978cbf6f8.jpg,400,300,pothole,368,163,400,195
310,img-459_jpg.rf.d767fa292e69f79fbb81604f24209de2.jpg,533,300,pothole,16,128,170,154
311,img-459_jpg.rf.d767fa292e69f79fbb81604f24209de2.jpg,533,300,pothole,255,167,511,236
312,img-458_jpg.rf.72cb15a746ee92f6714f4ceed305738a.jpg,481,300,pothole,70,93,340,141
313,img-456_jpg.rf.2907a3b901643efa6b8abd6d9d201b86.jpg,533,300,pothole,107,144,403,205
314,img-455_jpg.rf.a114dbe5360a6a272c43a2b4c7cb4bb1.jpg,455,300,pothole,266,109,323,138
315,img-453_jpg.rf.17e48aa652a50a8bc9d06d3ded580033.jpg,450,300,pothole,110,178,300,297
316,img-451_jpg.rf.2a8100252c943091f22453f4d7793a28.jpg,470,300,pothole,329,210,372,238
317,img-451_jpg.rf.2a8100252c943091f22453f4d7793a28.jpg,470,300,pothole,215,166,322,237
318,img-451_jpg.rf.2a8100252c943091f22453f4d7793a28.jpg,470,300,pothole,159,180,214,209
319,img-450_jpg.rf.2a5241c5070556dedad85c9642d81858.jpg,400,300,pothole,91,82,314,168
320,img-448_jpg.rf.3cd8bfd600d889108a52dedda6f617cc.jpg,435,300,pothole,14,154,341,285
321,img-448_jpg.rf.3cd8bfd600d889108a52dedda6f617cc.jpg,435,300,pothole,283,220,435,300
322,img-448_jpg.rf.3cd8bfd600d889108a52dedda6f617cc.jpg,435,300,pothole,383,138,416,156
323,img-447_jpg.rf.12ad904248518608161ea94123c2d60a.jpg,534,300,pothole,42,116,300,266
324,img-446_jpg.rf.0f94b72ee4208b8b4b64ecb5bb046bda.jpg,396,300,pothole,188,106,223,116
325,img-446_jpg.rf.0f94b72ee4208b8b4b64ecb5bb046bda.jpg,396,300,pothole,182,95,206,105
326,img-446_jpg.rf.0f94b72ee4208b8b4b64ecb5bb046bda.jpg,396,300,pothole,161,89,182,95
327,img-446_jpg.rf.0f94b72ee4208b8b4b64ecb5bb046bda.jpg,396,300,pothole,171,134,205,142
328,img-446_jpg.rf.0f94b72ee4208b8b4b64ecb5bb046bda.jpg,396,300,pothole,178,144,244,163
329,img-446_jpg.rf.0f94b72ee4208b8b4b64ecb5bb046bda.jpg,396,300,pothole,188,174,315,218
330,img-446_jpg.rf.0f94b72ee4208b8b4b64ecb5bb046bda.jpg,396,300,pothole,168,242,214,266
331,img-446_jpg.rf.0f94b72ee4208b8b4b64ecb5bb046bda.jpg,396,300,pothole,240,261,305,300
332,img-445_jpg.rf.3ce61abb7f716b154c85baf505ebf533.jpg,401,300,pothole,73,108,352,229
333,img-445_jpg.rf.3ce61abb7f716b154c85baf505ebf533.jpg,401,300,pothole,131,26,193,40
334,img-444_jpg.rf.d2c0751cc106650d2aac5fa76a15d521.jpg,458,300,pothole,158,151,232,193
335,img-444_jpg.rf.d2c0751cc106650d2aac5fa76a15d521.jpg,458,300,pothole,195,117,237,136
336,img-444_jpg.rf.d2c0751cc106650d2aac5fa76a15d521.jpg,458,300,pothole,327,135,401,163
337,img-444_jpg.rf.d2c0751cc106650d2aac5fa76a15d521.jpg,458,300,pothole,411,155,454,167
338,img-444_jpg.rf.d2c0751cc106650d2aac5fa76a15d521.jpg,458,300,pothole,308,158,362,186
339,img-444_jpg.rf.d2c0751cc106650d2aac5fa76a15d521.jpg,458,300,pothole,244,219,380,300
340,img-444_jpg.rf.d2c0751cc106650d2aac5fa76a15d521.jpg,458,300,pothole,131,86,152,95
341,img-444_jpg.rf.d2c0751cc106650d2aac5fa76a15d521.jpg,458,300,pothole,113,79,127,84
342,img-441_jpg.rf.f99cdb8fbd1cff1a5778200efd2e7b07.jpg,533,300,pothole,166,114,341,169
343,img-441_jpg.rf.f99cdb8fbd1cff1a5778200efd2e7b07.jpg,533,300,pothole,418,160,484,184
344,img-441_jpg.rf.f99cdb8fbd1cff1a5778200efd2e7b07.jpg,533,300,pothole,134,104,166,115
345,img-442_jpg.rf.d31f41baf9027c5d39e36f2a3403bc93.jpg,450,300,pothole,163,129,272,197
346,img-439_jpg.rf.e2750e5ed7bfd8910e9addda51e0c6dd.jpg,684,300,pothole,89,73,555,237
347,img-439_jpg.rf.e2750e5ed7bfd8910e9addda51e0c6dd.jpg,684,300,pothole,331,56,408,88
348,img-439_jpg.rf.e2750e5ed7bfd8910e9addda51e0c6dd.jpg,684,300,pothole,386,18,517,44
349,img-437_jpg.rf.d2615be876ea3a1d9fa99d3039c97756.jpg,533,300,pothole,1,108,533,257
350,img-436_jpg.rf.319891088041e59c31bb3d55aad586e3.jpg,534,300,pothole,484,184,527,198
351,img-436_jpg.rf.319891088041e59c31bb3d55aad586e3.jpg,534,300,pothole,376,168,462,197
352,img-436_jpg.rf.319891088041e59c31bb3d55aad586e3.jpg,534,300,pothole,300,156,346,182
353,img-436_jpg.rf.319891088041e59c31bb3d55aad586e3.jpg,534,300,pothole,239,147,302,182
354,img-436_jpg.rf.319891088041e59c31bb3d55aad586e3.jpg,534,300,pothole,252,128,276,141
355,img-436_jpg.rf.319891088041e59c31bb3d55aad586e3.jpg,534,300,pothole,163,135,213,148
356,img-436_jpg.rf.319891088041e59c31bb3d55aad586e3.jpg,534,300,pothole,109,188,309,234
357,img-435_jpg.rf.d9ff2d1d19d49c2a96663dcaa4a83330.jpg,601,300,pothole,335,227,516,282
358,img-433_jpg.rf.3e3f8c9689f1e9f3068c86c1c0295c8f.jpg,400,300,pothole,138,85,276,199
359,img-433_jpg.rf.3e3f8c9689f1e9f3068c86c1c0295c8f.jpg,400,300,pothole,58,7,171,91
360,img-431_jpg.rf.0a68887499a4ed36c65f33a890a83afd.jpg,533,300,pothole,92,176,177,206
361,img-431_jpg.rf.0a68887499a4ed36c65f33a890a83afd.jpg,533,300,pothole,119,197,435,255
362,img-431_jpg.rf.0a68887499a4ed36c65f33a890a83afd.jpg,533,300,pothole,273,256,533,300
363,img-431_jpg.rf.0a68887499a4ed36c65f33a890a83afd.jpg,533,300,pothole,110,281,204,299
364,img-482_jpg.rf.6d284950634fb53dcaffdf5bc57777b2.jpg,571,300,pothole,232,76,293,89
365,img-482_jpg.rf.6d284950634fb53dcaffdf5bc57777b2.jpg,571,300,pothole,107,112,280,127
366,img-482_jpg.rf.6d284950634fb53dcaffdf5bc57777b2.jpg,571,300,pothole,146,142,397,188
367,img-482_jpg.rf.6d284950634fb53dcaffdf5bc57777b2.jpg,571,300,pothole,99,193,507,286
368,img-481_jpg.rf.a4d4dc14cb2e64612726574f736960bb.jpg,533,300,pothole,22,187,384,262
369,img-480_jpg.rf.5878d6196e07fb3c99a93ed5dfe3f272.jpg,450,300,pothole,149,131,306,231
370,img-480_jpg.rf.5878d6196e07fb3c99a93ed5dfe3f272.jpg,450,300,pothole,234,237,316,300
371,img-480_jpg.rf.5878d6196e07fb3c99a93ed5dfe3f272.jpg,450,300,pothole,156,113,214,129
372,img-479_jpg.rf.68af46ff65675c6673f7ab2b3ffffef5.jpg,720,280,pothole,192,79,504,203
373,img-478_jpg.rf.688b1641adf5ef0b085c25eb561c127f.jpg,427,300,pothole,111,156,328,279
374,img-478_jpg.rf.688b1641adf5ef0b085c25eb561c127f.jpg,427,300,pothole,333,151,398,169
375,img-476_jpg.rf.b7bf5047096c34127a33e35decef5680.jpg,450,300,pothole,64,155,131,185
376,img-476_jpg.rf.b7bf5047096c34127a33e35decef5680.jpg,450,300,pothole,287,135,321,150
377,img-476_jpg.rf.b7bf5047096c34127a33e35decef5680.jpg,450,300,pothole,297,176,338,205
378,img-476_jpg.rf.b7bf5047096c34127a33e35decef5680.jpg,450,300,pothole,259,232,325,274
379,img-475_jpg.rf.826d8251183c671da741c6bbdbc63b7f.jpg,460,300,pothole,17,34,415,253
380,img-473_jpg.rf.a2116db1425fc5a7c35a863735f3be83.jpg,400,300,pothole,65,90,353,191
381,img-471_jpg.rf.fbadb2fbf6289251aa19248169f4b835.jpg,400,300,pothole,125,200,214,232
382,img-471_jpg.rf.fbadb2fbf6289251aa19248169f4b835.jpg,400,300,pothole,237,237,289,273
383,img-471_jpg.rf.fbadb2fbf6289251aa19248169f4b835.jpg,400,300,pothole,208,183,254,202
384,img-471_jpg.rf.fbadb2fbf6289251aa19248169f4b835.jpg,400,300,pothole,200,164,237,179
385,img-471_jpg.rf.fbadb2fbf6289251aa19248169f4b835.jpg,400,300,pothole,154,176,192,191
386,img-471_jpg.rf.fbadb2fbf6289251aa19248169f4b835.jpg,400,300,pothole,151,148,185,158
387,img-471_jpg.rf.fbadb2fbf6289251aa19248169f4b835.jpg,400,300,pothole,215,139,280,151
388,img-471_jpg.rf.fbadb2fbf6289251aa19248169f4b835.jpg,400,300,pothole,271,150,310,162
389,img-471_jpg.rf.fbadb2fbf6289251aa19248169f4b835.jpg,400,300,pothole,194,127,229,135
390,img-471_jpg.rf.fbadb2fbf6289251aa19248169f4b835.jpg,400,300,pothole,1,185,63,211
391,img-471_jpg.rf.fbadb2fbf6289251aa19248169f4b835.jpg,400,300,pothole,33,169,73,182
392,img-471_jpg.rf.fbadb2fbf6289251aa19248169f4b835.jpg,400,300,pothole,50,155,95,170
393,img-471_jpg.rf.fbadb2fbf6289251aa19248169f4b835.jpg,400,300,pothole,85,138,112,145
394,img-471_jpg.rf.fbadb2fbf6289251aa19248169f4b835.jpg,400,300,pothole,111,128,139,135
395,img-471_jpg.rf.fbadb2fbf6289251aa19248169f4b835.jpg,400,300,pothole,86,115,129,124
396,img-471_jpg.rf.fbadb2fbf6289251aa19248169f4b835.jpg,400,300,pothole,139,102,180,110
397,img-471_jpg.rf.fbadb2fbf6289251aa19248169f4b835.jpg,400,300,pothole,130,110,156,116
398,img-471_jpg.rf.fbadb2fbf6289251aa19248169f4b835.jpg,400,300,pothole,194,114,217,120
399,img-470_jpg.rf.c1aa523b26fb96e39f98ab0eaef42516.jpg,459,300,pothole,52,77,180,141
400,img-467_jpg.rf.8e414b6ccee984d7bc43ec0a140616bb.jpg,716,300,pothole,120,160,596,225
401,img-466_jpg.rf.7048299d4afb9d58f9bdbb2ebc74ae85.jpg,382,300,pothole,196,207,317,260
402,img-465_jpg.rf.a4bc474c1391ceb5134993ddccf81723.jpg,510,300,pothole,168,92,482,201
403,img-465_jpg.rf.a4bc474c1391ceb5134993ddccf81723.jpg,510,300,pothole,159,202,313,247
404,img-465_jpg.rf.a4bc474c1391ceb5134993ddccf81723.jpg,510,300,pothole,29,260,148,299
405,img-45_jpg.rf.e872f0163ffadc7f06542bdf9d17d8bb.jpg,720,720,pothole,245,299,422,397
406,img-464_jpg.rf.c69c0cd9a27ebec152f2ca43dd39ddd2.jpg,690,300,pothole,217,109,509,295
407,img-462_jpg.rf.dc1cdd58947aa0f7d172ad76e4834de7.jpg,425,300,pothole,187,203,315,272
408,img-460_jpg.rf.7287edcc89d46ec826fd4a8d2301c3b1.jpg,451,300,pothole,154,90,385,130
409,img-460_jpg.rf.7287edcc89d46ec826fd4a8d2301c3b1.jpg,451,300,pothole,1,194,216,264
410,img-509_jpg.rf.5bcf3d06847c789c6ffddd4d68666c6e.jpg,533,300,pothole,229,185,333,300
411,img-509_jpg.rf.5bcf3d06847c789c6ffddd4d68666c6e.jpg,533,300,pothole,333,159,451,235
412,img-509_jpg.rf.5bcf3d06847c789c6ffddd4d68666c6e.jpg,533,300,pothole,482,226,520,254
413,img-509_jpg.rf.5bcf3d06847c789c6ffddd4d68666c6e.jpg,533,300,pothole,303,90,371,119
414,img-509_jpg.rf.5bcf3d06847c789c6ffddd4d68666c6e.jpg,533,300,pothole,234,83,286,104
415,img-509_jpg.rf.5bcf3d06847c789c6ffddd4d68666c6e.jpg,533,300,pothole,189,103,335,163
416,img-509_jpg.rf.5bcf3d06847c789c6ffddd4d68666c6e.jpg,533,300,pothole,320,132,356,149
417,img-509_jpg.rf.5bcf3d06847c789c6ffddd4d68666c6e.jpg,533,300,pothole,289,143,316,156
418,img-509_jpg.rf.5bcf3d06847c789c6ffddd4d68666c6e.jpg,533,300,pothole,37,115,203,254
419,img-508_jpg.rf.c5747e8e3af0ece987ca5af6d0819338.jpg,533,300,pothole,237,35,363,77
420,img-508_jpg.rf.c5747e8e3af0ece987ca5af6d0819338.jpg,533,300,pothole,74,5,170,28
421,img-508_jpg.rf.c5747e8e3af0ece987ca5af6d0819338.jpg,533,300,pothole,62,34,189,77
422,img-508_jpg.rf.c5747e8e3af0ece987ca5af6d0819338.jpg,533,300,pothole,184,85,277,126
423,img-508_jpg.rf.c5747e8e3af0ece987ca5af6d0819338.jpg,533,300,pothole,295,123,402,163
424,img-508_jpg.rf.c5747e8e3af0ece987ca5af6d0819338.jpg,533,300,pothole,352,203,514,288
425,img-508_jpg.rf.c5747e8e3af0ece987ca5af6d0819338.jpg,533,300,pothole,85,152,289,242
426,img-508_jpg.rf.c5747e8e3af0ece987ca5af6d0819338.jpg,533,300,pothole,366,30,445,55
427,img-508_jpg.rf.c5747e8e3af0ece987ca5af6d0819338.jpg,533,300,pothole,439,53,533,87
428,img-508_jpg.rf.c5747e8e3af0ece987ca5af6d0819338.jpg,533,300,pothole,320,1,408,19
429,img-507_jpg.rf.f161c791b6cc6f2f522aeacfb0b1d80d.jpg,373,300,pothole,174,200,275,223
430,img-507_jpg.rf.f161c791b6cc6f2f522aeacfb0b1d80d.jpg,373,300,pothole,41,152,242,190
431,img-507_jpg.rf.f161c791b6cc6f2f522aeacfb0b1d80d.jpg,373,300,pothole,70,139,127,148
432,img-507_jpg.rf.f161c791b6cc6f2f522aeacfb0b1d80d.jpg,373,300,pothole,63,107,177,135
433,img-507_jpg.rf.f161c791b6cc6f2f522aeacfb0b1d80d.jpg,373,300,pothole,120,59,249,78
434,img-507_jpg.rf.f161c791b6cc6f2f522aeacfb0b1d80d.jpg,373,300,pothole,111,29,246,47
435,img-507_jpg.rf.f161c791b6cc6f2f522aeacfb0b1d80d.jpg,373,300,pothole,122,18,234,30
436,img-506_jpg.rf.f72b3b75b27b51787cb4db96b7e07ff0.jpg,520,300,pothole,67,150,323,272
437,img-505_jpg.rf.722ce02b299e455f7436b3ebbf0403b6.jpg,571,300,pothole,166,209,337,280
438,img-504_jpg.rf.1525b6fecee461da4196b8e4c10cb555.jpg,460,300,pothole,234,55,283,81
439,img-504_jpg.rf.1525b6fecee461da4196b8e4c10cb555.jpg,460,300,pothole,243,107,338,163
440,img-504_jpg.rf.1525b6fecee461da4196b8e4c10cb555.jpg,460,300,pothole,71,155,345,260
441,img-503_jpg.rf.78dc49524b5d013c7c3580e2f88ee8e1.jpg,600,300,pothole,75,80,523,229
442,img-502_jpg.rf.6ca14a2dbbdbef79d541c9b3cd39f110.jpg,450,300,pothole,86,53,148,73
443,img-502_jpg.rf.6ca14a2dbbdbef79d541c9b3cd39f110.jpg,450,300,pothole,42,63,89,87
444,img-502_jpg.rf.6ca14a2dbbdbef79d541c9b3cd39f110.jpg,450,300,pothole,1,101,59,122
445,img-502_jpg.rf.6ca14a2dbbdbef79d541c9b3cd39f110.jpg,450,300,pothole,14,117,162,153
446,img-502_jpg.rf.6ca14a2dbbdbef79d541c9b3cd39f110.jpg,450,300,pothole,270,150,450,195
447,img-502_jpg.rf.6ca14a2dbbdbef79d541c9b3cd39f110.jpg,450,300,pothole,19,172,302,300
448,img-500_jpg.rf.5d3d23bc89581151be590a39424e1913.jpg,300,451,pothole,172,187,300,236
449,img-500_jpg.rf.5d3d23bc89581151be590a39424e1913.jpg,300,451,pothole,85,166,161,227
450,img-4_jpg.rf.11ae6e7fa2785e9062e1dd8c234333d9.jpg,720,720,pothole,177,273,576,539
451,img-498_jpg.rf.6cf9993e84ae2765ea83ad49216e51ca.jpg,453,300,pothole,16,211,127,248
452,img-498_jpg.rf.6cf9993e84ae2765ea83ad49216e51ca.jpg,453,300,pothole,205,171,248,192
453,img-498_jpg.rf.6cf9993e84ae2765ea83ad49216e51ca.jpg,453,300,pothole,239,151,277,165
454,img-498_jpg.rf.6cf9993e84ae2765ea83ad49216e51ca.jpg,453,300,pothole,285,116,331,131
455,img-498_jpg.rf.6cf9993e84ae2765ea83ad49216e51ca.jpg,453,300,pothole,323,98,359,107
456,img-49_jpg.rf.d01d16f6ca4e230e7b2e1e35f8288e02.jpg,720,720,pothole,239,302,491,524
457,img-49_jpg.rf.d01d16f6ca4e230e7b2e1e35f8288e02.jpg,720,720,pothole,110,135,257,208
458,img-496_jpg.rf.2c704dcb336ff2900ab1082067367d75.jpg,465,300,pothole,1,106,465,300
459,img-48_jpg.rf.80aab2de449196e47a920e6e3e1557ce.jpg,720,720,pothole,173,301,429,396
460,img-48_jpg.rf.80aab2de449196e47a920e6e3e1557ce.jpg,720,720,pothole,389,396,489,468
461,img-494_jpg.rf.93aaae7aa17f7a5e7c247cba12a1b73e.jpg,400,300,pothole,50,40,95,64
462,img-494_jpg.rf.93aaae7aa17f7a5e7c247cba12a1b73e.jpg,400,300,pothole,1,74,30,101
463,img-494_jpg.rf.93aaae7aa17f7a5e7c247cba12a1b73e.jpg,400,300,pothole,93,78,290,232
464,img-494_jpg.rf.93aaae7aa17f7a5e7c247cba12a1b73e.jpg,400,300,pothole,331,138,372,158
465,img-489_jpg.rf.f4699ee74f2e8fb7170294124cc4fbb6.jpg,300,300,pothole,1,81,179,226
466,img-489_jpg.rf.f4699ee74f2e8fb7170294124cc4fbb6.jpg,300,300,pothole,1,246,66,282
467,img-488_jpg.rf.bc6f57054dc22bbd98ba111e8b50f154.jpg,400,300,pothole,191,163,219,186
468,img-488_jpg.rf.bc6f57054dc22bbd98ba111e8b50f154.jpg,400,300,pothole,184,196,391,250
469,img-487_jpg.rf.86a0a33407773411060aea00d0e25298.jpg,533,300,pothole,248,147,422,188
470,img-487_jpg.rf.86a0a33407773411060aea00d0e25298.jpg,533,300,pothole,82,164,465,300
471,img-484_jpg.rf.a2c2b3415a901a7dd8b0e620a6d0978d.jpg,450,300,pothole,78,100,150,110
472,img-484_jpg.rf.a2c2b3415a901a7dd8b0e620a6d0978d.jpg,450,300,pothole,202,91,233,102
473,img-484_jpg.rf.a2c2b3415a901a7dd8b0e620a6d0978d.jpg,450,300,pothole,178,116,321,168
474,img-484_jpg.rf.a2c2b3415a901a7dd8b0e620a6d0978d.jpg,450,300,pothole,298,113,378,141
475,img-484_jpg.rf.a2c2b3415a901a7dd8b0e620a6d0978d.jpg,450,300,pothole,13,180,370,298
476,img-483_jpg.rf.f6a3c845bd1d570af65d49dca73bc342.jpg,400,300,pothole,74,39,307,272
477,img-532_jpg.rf.b99ffab41211fcaa201cbdf921f29b5c.jpg,517,300,pothole,201,196,336,300
478,img-532_jpg.rf.b99ffab41211fcaa201cbdf921f29b5c.jpg,517,300,pothole,228,150,306,176
479,img-531_jpg.rf.336a27c3846e69f905fb235a9a58a4bc.jpg,400,300,pothole,118,195,161,211
480,img-531_jpg.rf.336a27c3846e69f905fb235a9a58a4bc.jpg,400,300,pothole,174,187,232,210
481,img-531_jpg.rf.336a27c3846e69f905fb235a9a58a4bc.jpg,400,300,pothole,156,208,208,229
482,img-531_jpg.rf.336a27c3846e69f905fb235a9a58a4bc.jpg,400,300,pothole,141,230,208,263
483,img-531_jpg.rf.336a27c3846e69f905fb235a9a58a4bc.jpg,400,300,pothole,168,174,214,187
484,img-531_jpg.rf.336a27c3846e69f905fb235a9a58a4bc.jpg,400,300,pothole,141,171,191,178
485,img-531_jpg.rf.336a27c3846e69f905fb235a9a58a4bc.jpg,400,300,pothole,146,157,161,165
486,img-531_jpg.rf.336a27c3846e69f905fb235a9a58a4bc.jpg,400,300,pothole,75,274,141,300
487,img-531_jpg.rf.336a27c3846e69f905fb235a9a58a4bc.jpg,400,300,pothole,144,262,284,299
488,img-530_jpg.rf.cbb192f42b0fcae349cd1e320c1ab748.jpg,509,300,pothole,1,15,59,54
489,img-530_jpg.rf.cbb192f42b0fcae349cd1e320c1ab748.jpg,509,300,pothole,56,1,138,16
490,img-530_jpg.rf.cbb192f42b0fcae349cd1e320c1ab748.jpg,509,300,pothole,139,1,297,41
491,img-530_jpg.rf.cbb192f42b0fcae349cd1e320c1ab748.jpg,509,300,pothole,334,1,497,42
492,img-530_jpg.rf.cbb192f42b0fcae349cd1e320c1ab748.jpg,509,300,pothole,236,50,355,102
493,img-530_jpg.rf.cbb192f42b0fcae349cd1e320c1ab748.jpg,509,300,pothole,91,93,217,143
494,img-530_jpg.rf.cbb192f42b0fcae349cd1e320c1ab748.jpg,509,300,pothole,227,125,460,238
495,img-530_jpg.rf.cbb192f42b0fcae349cd1e320c1ab748.jpg,509,300,pothole,1,184,157,285
496,img-52_jpg.rf.f95bed5b5d7b75aca48be59a17751be5.jpg,720,720,pothole,289,297,499,423
497,img-52_jpg.rf.f95bed5b5d7b75aca48be59a17751be5.jpg,720,720,pothole,262,420,360,478
498,img-527_jpg.rf.865da999fbb4399a1124e21bd313a958.jpg,450,300,pothole,158,180,318,233
499,img-51_jpg.rf.e76dba0e33058fcd7ac509c0e2fbf0ce.jpg,720,720,pothole,273,284,439,387
500,img-51_jpg.rf.e76dba0e33058fcd7ac509c0e2fbf0ce.jpg,720,720,pothole,389,387,490,493
501,img-526_jpg.rf.cfd028e96dd550e97745603cab99f3fe.jpg,407,300,pothole,105,152,224,184
502,img-526_jpg.rf.cfd028e96dd550e97745603cab99f3fe.jpg,407,300,pothole,94,122,152,152
503,img-526_jpg.rf.cfd028e96dd550e97745603cab99f3fe.jpg,407,300,pothole,37,146,77,158
